Source,Target,User,System,SegmentID,Segment,Score,Start,End,Delta
JPN,ENU,jpneng2512e,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,12,共振周波数４０ＭＨｚのＳＡＷセンサーを設計し，水晶基板上にマイクロマシニングで作製した。,80,2021-05-19 03:25:15.701000,2021-05-19 03:25:22.122000,0:00:06.421000
JPN,ENU,jpneng25107,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,14,３相相関イメージセンサー（ｔｈｒｅｅ−ｐｈａｓｅ　ｃｏｒｒｅｌａｔｉｏｎ　ｉｍａｇｅ　ｓｅｎｓｏｒ：３ＰＣＩＳ）を使った実時間の位相スタンプ・レンジファインダー（ｐｈａｓｅ−ｓｔａｍｐ　ｒａｎｇｅ　ｆｉｎｄｅｒ：ＰＳＲＦ）を提案する。,99,2021-05-15 06:32:13.643000,2021-05-15 06:32:29.931000,0:00:16.288000
JPN,ENU,jpneng25148,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,15,３ＰＣＩＳと３相基準信号発生装置を除けば，従来の光ストライプ・レンジファインダーと同じ部品から構成される。,56,2021-05-17 13:39:03.069000,2021-05-17 13:39:42.989000,0:00:39.920000
JPN,ENU,jpneng25103,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,16,シートビームで単一走査が行われる間，各ピクセル上で光ストライプが撮像された瞬間に３ＰＣＩＳが基準信号の位相をスタンプする。,67,2021-05-14 08:34:28.963000,2021-05-14 08:34:39.459000,0:00:10.496000
JPN,ENU,jpneng25126,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,17,こうして，検出された位相を投影シートビームの角度に変換することにより，対象物の３次元形状が実時間で得られる。,99,2021-05-17 19:38:08.300000,2021-05-17 19:38:15.540000,0:00:07.240000
JPN,ENU,jpneng2512d,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,18,時間スタンプＶＬＳＩレンジファインダーに比べると，ＰＳＲＦは対象物体の表面反射度の空間的不均一性や背景照明の影響を受けにくい。,80,2021-05-19 02:37:06.875000,2021-05-19 02:37:23.467000,0:00:16.592000
JPN,ENU,jpneng25131,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,19,また提案ＰＳＲＦは変調型ＰＳＲＦより構造が簡単である。,99,2021-05-14 18:15:35.697000,2021-05-14 18:15:41.096000,0:00:05.399000
JPN,ENU,jpneng2510b,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,20,水の性質の多様性について，まず，水分子同士の間に働く力である水素結合と，そのネットワーク構造について解説した。,85,2021-05-17 03:06:28.627000,2021-05-17 03:06:34.370000,0:00:05.743000
JPN,ENU,jpneng25148,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,21,次に，水の運動の基本である水素結合ネットワークの変化を説明した。,85,2021-05-17 13:41:56.836000,2021-05-17 13:42:08.042000,0:00:11.206000
JPN,ENU,jpneng25138,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,22,水素結合を成している局所部分の水分子が集団的に動き，他の部分の水分子は動いていない。,96,2021-05-15 18:38:22.961000,2021-05-15 18:40:12.327000,0:01:49.366000
JPN,ENU,jpneng2510a,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,23,このような間欠運動に伴うエネルギー揺らぎを示した。,78,2021-05-18 23:55:18.079000,2021-05-18 23:55:30.988000,0:00:12.909000
JPN,ENU,jpneng25119,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,24,最後に，水の凍り方および水のｐＨの変化の様子とｐＨ７の意味を説明した。,93,2021-05-17 20:22:12.571000,2021-05-17 20:22:57.908000,0:00:45.337000
JPN,ENU,jpneng2510e,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,25,シリコン基板上に絶縁体や金属，強誘電体の単結晶膜を形成する技術成果について紹介した。,73,2021-05-14 08:46:25.123000,2021-05-14 08:46:33.166000,0:00:08.043000
JPN,ENU,jpneng25147,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,27,化学的に安定なアルミナ膜の上には，ＣＶＤ法やＭＢＥ法により種々の機能性薄膜を形成できる。,99,2021-05-16 19:36:31.620000,2021-05-16 19:36:40.729000,0:00:09.109000
JPN,ENU,jpneng25125,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,28,多層薄膜による各種のセンサを実現しているとした。,54,2021-05-15 06:00:01.925000,2021-05-15 06:00:11.006000,0:00:09.081000
JPN,ENU,jpneng25140,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,29,位相差電子顕微鏡開発の最難関であった位相板の帯電問題の解決に向けて何を行ってきたかを報告した。,37,2021-05-16 03:26:10.646000,2021-05-16 03:26:26.106000,0:00:15.460000
JPN,ENU,jpneng25149,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,31,一つは，位相板の微細加工技術で，これについてはＦＩＢ（フォーカスイオンビーム装置）による加工法で解決した。,87,2021-05-17 04:53:03.728000,2021-05-17 04:53:16.250000,0:00:12.522000
JPN,ENU,jpneng25122,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,32,もう一つは，位相板の帯電問題であり，そのうち，１）薄膜加工時の不可避な帯電汚れについては，サンドイッチ炭素コーティングにより解決し，２）有機物試料からの電顕内在的汚れについては，新型電子顕微鏡装置の作製で解決を図った。,81,2021-05-17 23:36:19.514000,2021-05-17 23:36:26.766000,0:00:07.252000
JPN,ENU,jpneng25127,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,33,標記のハフニウム関連薄膜酸化物はフィールド効果トランジスタ（ＦＥＴ）用の先端ゲート誘電体として広く研究されている。,88,2021-05-14 19:32:00,2021-05-14 19:33:38.671000,0:01:38.671000
JPN,ENU,jpneng25144,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,34,そこでＨｆＯ２及びＳｉＮｘから構成される高いｋナノラミネート材料の物理特性を検討した。,80,2021-05-16 22:35:10.737000,2021-05-16 22:35:24.868000,0:00:14.131000
JPN,ENU,jpneng25146,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,35,表面分析法を用いて沈着プロセス及びアニーリングプロセスの影響を調べた。,95,2021-05-16 19:35:28.421000,2021-05-16 19:35:35.247000,0:00:06.826000
JPN,ENU,jpneng25130,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,36,ＸＰＳを用いて化学状態の変化，深さ方向組成プロフィール及びバンドオフセットを調べた。,100,2021-05-14 16:18:34.042000,2021-05-14 16:18:47.518000,0:00:13.476000
JPN,ENU,jpneng2512f,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,37,またＥＳＥＥＬＳ法（弾性散乱電子エネルギーロススペクトル）を用いてバンドギャップを調べた。,82,2021-05-19 01:41:46.607000,2021-05-19 01:41:51.129000,0:00:04.522000
JPN,ENU,jpneng25149,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,38,Ｈｆ／（Ｈｆ＋Ｓｉ）比はバンドギャップに影響を与えないが，ナノラミネートに対するバンドオフセットに対しては影響をもたらす，ことが明らかになった。,71,2021-05-17 06:02:05.667000,2021-05-17 06:02:32.105000,0:00:26.438000
JPN,ENU,jpneng2512b,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,39,Ｈａｒｔｒｅｅ−Ｆｏｃｋ−Ｂｏｇｏｌｉｕｂｏｖ法を用いて変形した原子核の対密度分布を調べた。,96,2021-05-16 03:49:37.571000,2021-05-16 03:49:46.147000,0:00:08.576000
JPN,ENU,jpneng25116,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,40,軸対称な四重極変形した原子核を対象にした。,78,2021-05-17 04:33:47.864000,2021-05-17 04:33:52.428000,0:00:04.564000
JPN,ENU,jpneng2511d,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,41,表面型対相関を用いて密度分布と対密度分布の角度依存性を求めた。,61,2021-05-19 07:32:31.930000,2021-05-19 07:34:58.383000,0:02:26.453000
JPN,ENU,jpneng2511e,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,42,動径軸から０，π／４，π／２の角度について１０２Ｚｒを解析した。,23,2021-05-18 02:23:28.287000,2021-05-18 02:23:50.674000,0:00:22.387000
JPN,ENU,jpneng2510a,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,43,変形が対密度分布に影響していることが分かった。,82,2021-05-18 23:51:08.202000,2021-05-18 23:51:19.765000,0:00:11.563000
JPN,ENU,jpneng25106,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,44,僅かに過剰添加（Ｔｃ＝８６．０Ｋ）及び中程度に過剰添加（Ｔｃ＝８２．５Ｋ）したＢｉ２Ｓｒ２ＣａＣｕ２Ｏ８＋δ（Ｂｉ‐２２１２）単結晶のＪｏｓｅｐｈｓｏｎ渦糸フロー抵抗を測定して磁気状態図を調べた。,71,2021-05-14 21:00:18.484000,2021-05-14 21:00:27.726000,0:00:09.242000
JPN,ENU,jpneng25108,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,45,フロー抵抗の周期的振動から，三次元の規則的Ｊｏｓｅｐｈｓｏｎ渦糸格子相の上と下の相境界を得た。,78,2021-05-14 15:33:25.606000,2021-05-14 15:33:32.295000,0:00:06.689000
JPN,ENU,jpneng25141,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,46,ドーピングにより三次元規則的渦糸相の下界に著しい変化が生じた。,81,2021-05-19 02:00:58.682000,2021-05-19 02:01:09.792000,0:00:11.110000
JPN,ENU,jpneng2512c,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,47,下の相境界ではＪｏｓｅｐｈｓｏｎ渦糸格子形成が始まり，層にＪｏｓｅｐｈｓｏｎ渦糸が充填され，異方性を反映した。,82,2021-05-16 00:59:56.474000,2021-05-16 01:00:06.348000,0:00:09.874000
JPN,ENU,jpneng25112,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,48,上の相境界はＪｏｓｅｐｈｓｏｎ渦糸格子状態から二次元の準規則的状態への相転移を示唆した。,97,2021-05-15 07:13:13.555000,2021-05-15 07:13:47.760000,0:00:34.205000
JPN,ENU,jpneng25123,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,49,標題テープをＰＩＴ法で作製した。,82,2021-05-19 22:03:21.246000,2021-05-19 22:03:30.919000,0:00:09.673000
JPN,ENU,jpneng25107,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,50,その際，内部および外部シース材料として，それぞれＡｇおよびＡｇ‐０．３重量％Ｍｎを用いた。,98,2021-05-15 06:25:15.941000,2021-05-15 06:25:26.478000,0:00:10.537000
JPN,ENU,jpneng25148,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,51,このテープについて，軸性疲れ荷重下での機械特性と臨界電流劣化とを調べた。,84,2021-05-17 12:42:35.887000,2021-05-17 12:42:43.232000,0:00:07.345000
JPN,ENU,jpneng25135,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,52,その結果を詳細に記した。,98,2021-05-15 16:35:41.675000,2021-05-15 16:35:46.196000,0:00:04.521000
JPN,ENU,jpneng25110,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,53,超伝導トンネル接合（ＳＴＪ）を用いた標題検出器を開発した。,64,2021-05-14 16:53:00.112000,2021-05-14 16:53:23.903000,0:00:23.791000
JPN,ENU,jpneng2513b,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,54,このＳＴＪは，Ｎｂ／Ａｌ／ＡｌＯｘ／Ａｌ／Ｎｂの多層構造からなり，基板はＬｉＮｂＯ３単結晶である。,99,2021-05-18 08:59:04.101000,2021-05-18 08:59:47.422000,0:00:43.321000
JPN,ENU,jpneng2510b,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,55,ＴＨｚ波照射はＬｉＮｂＯ３結晶でフォノンに変換され，このフォノンがＮｂベース電極に達してＣｏｏｐｅｒ対を破壊する。,82,2021-05-17 02:40:56.149000,2021-05-17 02:41:01.324000,0:00:05.175000
JPN,ENU,jpneng25142,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,56,その結果，ＴＨｚ波はＳＴＪでのトンネリング電流信号として検出できる。,100,2021-05-17 15:21:24.540000,2021-05-17 15:21:30.423000,0:00:05.883000
JPN,ENU,jpneng25137,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,58,低温微結晶シリコントランジスタ用として開発したプラズマ促進化学蒸着（ＰＥＣＶＤ）法を用いて，ＳｉＯ２膜およびナノドットを蒸着した。,79,2021-05-16 10:23:50.703000,2021-05-16 10:23:55.883000,0:00:05.180000
JPN,ENU,jpneng25149,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,59,前者は，導電結合プラズマ（ＣＣＰ）源を，後者の場合は誘導結合プラズマ（ＩＣＰ）源を使用した。,83,2021-05-17 04:55:39.385000,2021-05-17 04:56:07.095000,0:00:27.710000
JPN,ENU,jpneng2511d,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,60,Ｓｉドットの密度および直径分布は生成温度により変化させることができた。,75,2021-05-19 08:02:34.685000,2021-05-19 08:02:44.807000,0:00:10.122000
JPN,ENU,jpneng2510c,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,61,また，ドットの形状および結晶性は温度に依存することも分かった。,97,2021-05-16 10:54:25.395000,2021-05-16 10:59:45.321000,0:05:19.926000
JPN,ENU,jpneng2514a,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,62,ＳｉＯ２膜は，４３０℃以下でも優れた性能を示し，ＳｉドットＭＯＳコンデンサのメモリ効果を確認した。,76,2021-05-18 01:00:40.457000,2021-05-18 01:01:54.028000,0:01:13.571000
JPN,ENU,jpneng25114,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,63,生殖顆粒構成蛋白質の生殖細胞内での蛋白質局在と動態について検討した。,80,2021-05-15 17:30:45.426000,2021-05-15 17:31:04.647000,0:00:19.221000
JPN,ENU,jpneng25112,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,64,メダカのｖａｓａと，メダカのＥＳＴ解析の結果，新たに同定された二つの遺伝子についてＧＦＰまたはＲＦＰの遺伝子に融合して，メダカの受精卵に導入した。,79,2021-05-15 07:51:20.880000,2021-05-15 07:51:35.865000,0:00:14.985000
JPN,ENU,jpneng25140,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,65,これによって生殖細胞系列を特異的に発現させ，蛍光相関分光法及び，レーザ走査型蛍光顕微鏡を用いて解析を行った。,38,2021-05-16 03:18:48.776000,2021-05-16 03:20:11.051000,0:01:22.275000
JPN,ENU,jpneng2513b,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,66,検討の結果，融合遺伝子産物が，生殖細胞系列の特異的な発現を示し，生殖顆粒と考えられるパッチ状の細胞質構造体を核の近傍に形成することを確認することができた。,94,2021-05-18 10:21:52.787000,2021-05-18 10:22:19.574000,0:00:26.787000
JPN,ENU,jpneng25122,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,67,ペルフルオロデシルトリクロロシラン（ＰＦＴＳ）と反応させたＡｌ／Ｓｉ（ＰＦＴＳ／Ａｌ／Ｓｉ）表面の安定性を，ＸＰＳと接触角測定（ＣＡＭ）を用いて調べた。,76,2021-05-17 23:00:34.704000,2021-05-17 23:00:40.755000,0:00:06.051000
JPN,ENU,jpneng2512b,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,68,ＸＰＳによると，ＰＦＴＳ／Ａｌ／Ｓｉ，１４０時間外界にさらしたＰＦＴＳ／Ａｌ／Ｓｉおよび硝酸処理した１４０時間外界にさらしたＰＦＴＳ／Ａｌ／Ｓｉ上にペルフルオロ化アルキル鎖コーティングが存在している。,85,2021-05-16 05:04:52.533000,2021-05-16 05:04:58.006000,0:00:05.473000
JPN,ENU,jpneng2511c,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,69,この三つの表面で行ったＣＡＭは，静的な水接触角が＞１１５°であることを示し，湿潤ヒステリシスがほぼ一定であることを示し，高い疎水性とよい抵抗を示している。,87,2021-05-14 21:47:13.053000,2021-05-14 21:47:25.430000,0:00:12.377000
JPN,ENU,jpneng2512f,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,70,すなわち，ＰＦＴＳ／Ａｌ／Ｓｉの硝酸（ｐＨ＜１．８，６０℃，３０分）への安定性を示している。,81,2021-05-19 01:25:01.046000,2021-05-19 01:25:05.463000,0:00:04.417000
JPN,ENU,jpneng2511b,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,71,ＡＦＭデータは，暖かい硝酸処理の前後でＰＦＴＳ／Ａｌ／Ｓｉの表面粗さに大きな違いが無く，ＰＦＴＳ／Ａｌ／Ｓｉ膜が安定であることを示している。,81,2021-05-18 02:30:59.468000,2021-05-18 02:31:12.551000,0:00:13.083000
JPN,ENU,jpneng25126,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,72,液晶は，様々な機能性材料へ応用ができる限りない可能性を秘めている。,99,2021-05-17 19:33:34.203000,2021-05-17 19:33:47.136000,0:00:12.933000
JPN,ENU,jpneng2510d,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,73,分子設計による組織体の構造の構築，新しい機能化が試みられている。,58,2021-05-14 20:48:03.344000,2021-05-14 20:48:29.905000,0:00:26.561000
JPN,ENU,jpneng25146,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,74,液晶の設計とナノ相分離構造，液晶による物質輸送と分離，液晶の電気的機能について述べた。,5,2021-05-16 19:37:43.852000,2021-05-16 19:37:53.175000,0:00:09.323000
JPN,ENU,jpneng2512e,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,75,自己組織化構造に分子の形と分子間相互作用が大きく影響する。,79,2021-05-19 02:56:15.449000,2021-05-19 02:56:26.098000,0:00:10.649000
JPN,ENU,jpneng25141,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,76,大気圧下での粒子輸送の特徴と絶縁破壊について述べた後，代表的な大気圧非熱平衡プラズマ源を取り上げ，その性質や特徴を概説した。,80,2021-05-19 02:03:25.314000,2021-05-19 02:03:51.952000,0:00:26.638000
JPN,ENU,jpneng25145,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,77,コロナ放電は針対平板電極やワイヤ対平板電極のような不平等電界下で発生する放電である。,79,2021-05-17 04:38:22.358000,2021-05-17 04:38:49.516000,0:00:27.158000
JPN,ENU,jpneng25102,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,78,誘電体バリア放電は平行平板電極，円軸円筒電極などの少なくとも一方の電極に誘電体を配し，電極間に交流またはパルス電圧を印加すると誘電体バリア放電が発生する。,90,2021-05-14 12:56:55.548000,2021-05-14 12:58:34.601000,0:01:39.053000
JPN,ENU,jpneng2512d,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,79,フィラメント状のマイクロ放電は，最も一般的な誘電体バリア放電の形態であり，細い放電柱（フィラメント）が電極全面に現れる。,82,2021-05-19 02:36:14.011000,2021-05-19 02:36:20.142000,0:00:06.131000
JPN,ENU,jpneng25125,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,80,大気圧グロー放電は典型的な誘電体バリア放電リアクタに大気圧ヘリウムを導入して交流電圧を印加すると得られる均一な放電である。,29,2021-05-15 05:58:40.308000,2021-05-15 05:58:49.040000,0:00:08.732000
JPN,ENU,jpneng25120,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,81,液晶ディスプレイから光学記録まで，また生体工学からリモートセンシングにわたる産業分野において，偏光はますます重要な役割を果たしている。,76,2021-05-14 08:16:36.671000,2021-05-14 08:16:52.315000,0:00:15.644000
JPN,ENU,jpneng2513d,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,82,さらに，偏光素子を用いた製品及び偏光素子そのものがますます複雑になって使用されている。,78,2021-05-19 04:17:55.709000,2021-05-19 04:18:02.345000,0:00:06.636000
JPN,ENU,jpneng25134,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,83,試料の完全なＭｕｅｌｌｅｒ行列を測定するシステムは，試料の偏光特性の全てを測定する利点を持つため，現在または将来のほとんどのタイプの偏光試料の利用に役立つだろう。,95,2021-05-17 05:37:08.258000,2021-05-17 05:37:21.713000,0:00:13.455000
JPN,ENU,jpneng25104,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,84,ここでは簡単に偏光測定の基礎を述べ，試料の偏光特性を記述するためのＭｕｅｌｌｅｒ行列について解説する。,81,2021-05-13 23:07:39.638000,2021-05-13 23:08:40.770000,0:01:01.132000
JPN,ENU,jpneng25112,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,85,試料の完全なＭｕｅｌｌｅｒ行列を測定するＡｘｏＳｃａｎシステムも述べ，この方法で行える測定例を示す。,98,2021-05-15 08:40:21.034000,2021-05-15 08:40:34.688000,0:00:13.654000
JPN,ENU,jpneng25144,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,86,流量の自動制御を述べ，シーケンス制御を説明。,81,2021-05-16 23:11:43.459000,2021-05-16 23:11:55.638000,0:00:12.179000
JPN,ENU,jpneng2513d,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,87,フローセンサーの原理は浮遊式流量計のテーパー管内フロートの位置を差動トランスで検出し，これの電圧制御により流量を管理する。,73,2021-05-19 03:57:18.068000,2021-05-19 03:57:24.573000,0:00:06.505000
JPN,ENU,jpneng2512f,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,88,本フローセンサーの型式と基本構成，規格を図示，紹介。,80,2021-05-19 00:21:31.539000,2021-05-19 00:24:08.518000,0:02:36.979000
JPN,ENU,jpneng25143,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,89,型式選定の基準と注意事項，標準計測システム例を述べ，応用例として定流量制御を紹介,100,2021-05-17 16:16:31.970000,2021-05-17 16:16:40.094000,0:00:08.124000
JPN,ENU,jpneng25127,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,90,標記減衰量標準の確立を試みた。,2,2021-05-14 18:53:30.429000,2021-05-14 18:53:50.031000,0:00:19.602000
JPN,ENU,jpneng2510e,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,91,光源は中心波長８５０ｎｍ，ガウス形スペクトル半値全幅５０ｎｍの発光ダイオード，また光ファイバは実効コア径２６μｍ，実効開口数０．１１の多モードＧＩ型とした。,75,2021-05-14 18:06:54.530000,2021-05-14 18:07:03.075000,0:00:08.545000
JPN,ENU,jpneng2510e,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,92,測定温度は２２℃，減衰量の測定範囲は１０‐５０ｄＢとした。,74,2021-05-14 08:56:06.010000,2021-05-14 08:56:18.597000,0:00:12.587000
JPN,ENU,jpneng25132,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,93,日本（ＥＴＬ），イタリア（ＣＳＥＬＴ），オランダ（ＶＳＬ），ドイツ（ＰＴＢ），フランス（ＬＣＩＥ）による国際比較結果を論じた,83,2021-05-14 10:41:52.980000,2021-05-14 10:42:09.688000,0:00:16.708000
JPN,ENU,jpneng2510f,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,94,無線中継所は高標高の山頂に設置されるため，雷による停電と機器損傷が問題となる。,84,2021-05-14 01:25:39.024000,2021-05-14 01:25:48.033000,0:00:09.009000
JPN,ENU,jpneng25108,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,95,平成２年度冬季に無線塔と配電線に生じた２４回の雷撃を観測し，雷電流波形，雷電流の継続時間，雷侵入経路の推定と雷撃様相について検討した。,74,2021-05-14 16:03:34.672000,2021-05-14 16:03:38.495000,0:00:03.823000
JPN,ENU,jpneng25119,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,96,雷の極性は正極性と両極性が７５％を占め，両極性雷撃は負極性に続いて正極性電流が流れる。,86,2021-05-17 22:39:58.221000,2021-05-17 22:40:08.571000,0:00:10.350000
JPN,ENU,jpneng25101,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,97,無線塔と配電線への雷撃比は等しい,97,2021-05-15 19:50:09.645000,2021-05-15 19:51:18.376000,0:01:08.731000
JPN,ENU,jpneng2514b,NHK_0425002735_AS12RSTFRORNtrg-rmt.en.txt,98,米国は自国の国際競争力優位を至上命題として政府・産業界・大学の密接な協力によって推進しようとしている。,74,2021-05-17 07:25:13.428000,2021-05-17 07:25:22.508000,0:00:09.080000
