Source,Target,User,System,SegmentID,Segment,Score,Start,End,Delta
ENU,JPN,engjpn25110,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,9,"And, it was confirmed to enable also to detect change of flow rate and volume.",89,2021-05-14 08:52:57.543000,2021-05-14 08:53:05.206000,0:00:07.663000
ENU,JPN,engjpn2511f,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,10,"Here was described a high sensitivity strain sensor using the surface acoustic waves (SAW) for radio frequency IC tag (RFID) and sensor network, to numerically discuss a strain testing meathod observing SAW resonant fequency (SAW-RF) shifts caused by the strain.",85,2021-05-16 05:34:32.993000,2021-05-16 05:35:39.514000,0:01:06.521000
ENU,JPN,engjpn25129,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,11,"When supposing SAW-RF and frequency resolution to 1GHz and 0.1Hz, respectively, it could be calculated that detectable strain was 10-10.",76,2021-05-17 23:36:38.801000,2021-05-17 23:37:55.131000,0:01:16.330000
ENU,JPN,engjpn25149,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,12,"And, here was designed an SAW sensor with 40MHz of resonant frequency, to prepare it on a quartz substrate by micromachining method.",99,2021-05-16 07:19:26.800000,2021-05-16 07:19:34.252000,0:00:07.452000
ENU,JPN,engjpn25104,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,12,"And, here was designed an SAW sensor with 40MHz of resonant frequency, to prepare it on a quartz substrate by micromachining method.",82,2021-05-13 20:40:38.299000,2021-05-13 20:41:00.530000,0:00:22.231000
ENU,JPN,engjpn25144,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,13,"As a result, it was found that its minimum detection strain was 10-5.",98,2021-05-16 10:54:22.709000,2021-05-16 10:54:32.159000,0:00:09.450000
ENU,JPN,engjpn2513d,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,14,Here was proposed a real-time phase stamp range finder (RT-PSRF) using three-phase correlation image sensor (3PCIS).,68,2021-05-17 16:42:03.038000,2021-05-17 16:42:54.172000,0:00:51.134000
ENU,JPN,engjpn25113,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,15,"If removing a 3PCIS and a three-phase reference signal generator from RT-PSRF, it is composed of the same parts as those of the conventional optical stripe range finder.",74,2021-05-14 14:02:35.688000,2021-05-14 14:02:45.861000,0:00:10.173000
ENU,JPN,engjpn25132,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,16,"On RT-PSRF, during single scanning using a sheet beam, phase of the reference signal is stamped at a moment where the optical stripes are photographed on every pixcels.",63,2021-05-15 08:41:30.630000,2021-05-15 08:41:40.124000,0:00:09.494000
ENU,JPN,engjpn25113,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,17,"By converting the phase detected by such a method to angle of projected sheet beam, there can be obtained three-dimensional shapes of the object in real time.",92,2021-05-14 13:51:23.748000,2021-05-14 13:51:31.830000,0:00:08.082000
ENU,JPN,engjpn25110,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,18,"Hence, when comparing it with that using time-stamp VLSI range finder, PSRF can avoid effect of spatial ununiformity of surface reflection and background illun\mination of the object.",65,2021-05-14 08:58:30.464000,2021-05-14 08:58:40.358000,0:00:09.894000
ENU,JPN,engjpn25113,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,19,"And, the proposed PSRF has simpler structure than that of modulated PSRF.",79,2021-05-14 14:01:18.375000,2021-05-14 14:01:22.779000,0:00:04.404000
ENU,JPN,engjpn25139,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,20,"To begin with, various properties of water were explained on hydrogen bond in which the force works among the water molecules and the network structure.",96,2021-05-18 19:56:11.181000,2021-05-18 19:56:32.138000,0:00:20.957000
ENU,JPN,engjpn25139,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,21,"Next, the change of hydrogen bond networks which was a basis of the motion of the water was explained.",98,2021-05-18 22:25:06.808000,2021-05-18 22:25:15.496000,0:00:08.688000
ENU,JPN,engjpn25141,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,22,The motion of water molecules of local parts which have made hydrogen bond move collectively while water molecules of the other parts do not move.,80,2021-05-15 22:42:34.292000,2021-05-15 22:42:42.998000,0:00:08.706000
ENU,JPN,engjpn25146,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,23,Energy fluctuations with such intermittent movement were shown.,81,2021-05-16 04:05:13.891000,2021-05-16 04:05:34.785000,0:00:20.894000
ENU,JPN,engjpn25112,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,24,"Finally, freezing conditions,the aspects of changing in pH and meaning of pH7 of water were explained.",82,2021-05-19 09:49:21.315000,2021-05-19 09:52:20.599000,0:02:59.284000
ENU,JPN,engjpn2513b,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,25,"The article introduces technological progresses to fabricate single crystal thin films of insulator, metal and ferroelectrics on a silicon substrate.",77,2021-05-15 08:15:05.591000,2021-05-15 08:15:36.602000,0:00:31.011000
ENU,JPN,engjpn25117,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,26,The key technology is to produce a thin film of γ-alumina on the silicon substrate.,76,2021-05-17 13:26:39.414000,2021-05-17 13:27:01.780000,0:00:22.366000
ENU,JPN,engjpn2513e,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,27,"Over chemically stable alumina film, various functional thin films can be formed by CVD and MBE methods.",100,2021-05-15 20:14:34.491000,2021-05-15 20:14:44.613000,0:00:10.122000
ENU,JPN,engjpn2512a,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,28,Various sensors have been realized with multilayer thin films.,94,2021-05-15 19:36:18.997000,2021-05-15 19:36:27.238000,0:00:08.241000
ENU,JPN,engjpn25121,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,29,We reported what we had done for solution of an electrification problem of a phase plate which was the most difficult problem in development of a phase difference electron microscope.,64,2021-05-14 22:34:15.125000,2021-05-14 22:34:22.624000,0:00:07.499000
ENU,JPN,engjpn25135,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,30,There were two problems in solution of the electrification problem.,87,2021-05-15 09:11:49.623000,2021-05-15 09:11:53.367000,0:00:03.744000
ENU,JPN,engjpn25138,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,31,"One was a fine processing technology of a phase plate, which was solved in a processing method by FIB (focus ion beam equipment).",51,2021-05-15 16:17:09.404000,2021-05-15 16:17:59.463000,0:00:50.059000
ENU,JPN,engjpn25134,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,32,"The other was an electrification problem of a phase plate, and 1) The inevitable electrification fouling in the thin film processing was solved by the sandwich carbon coating, and 2) The immanent fouling within an electron microscope from the organic substance sample was attempted to solve in manufacture of a new-model electron microscope system.",62,2021-05-14 20:23:24.540000,2021-05-14 20:24:09.633000,0:00:45.093000
ENU,JPN,engjpn25144,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,33,Hafnium-related thin film oxides are widely studied as tip gate dielectrics for field effect transistors (FET).,71,2021-05-15 20:34:47.860000,2021-05-15 20:35:15.708000,0:00:27.848000
ENU,JPN,engjpn2512b,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,34,The authors examined the physical properties of high k nano-laminate materials composed of HfO2 and SiNx.,83,2021-05-16 02:31:23.941000,2021-05-16 02:31:31.553000,0:00:07.612000
ENU,JPN,engjpn25135,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,35,They examined the effect of deposition process and annealing process using a surface analysis method.,75,2021-05-15 08:49:20.355000,2021-05-15 08:49:24.788000,0:00:04.433000
ENU,JPN,engjpn2511b,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,36,"They examined, using XPS, the change of chemical state, and the composition profile and band offset in the depth direction.",78,2021-05-14 02:26:02.839000,2021-05-14 02:26:25.999000,0:00:23.160000
ENU,JPN,engjpn25119,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,37,They also examined the bandgap using ESEELS method (elastic scattering electronic energy loss spectrum).,65,2021-05-17 21:01:22.048000,2021-05-17 21:01:44.140000,0:00:22.092000
ENU,JPN,engjpn25130,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,38,"It was clarified that although Hf/(Hf+Si) ratio did not affect the bandgap, it affected the band offset for nano-laminate.",15,2021-05-14 16:29:25.799000,2021-05-14 16:29:49.115000,0:00:23.316000
ENU,JPN,engjpn25111,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,39,"Using Hartree-Fock-Bogoliubov method, pairing density distribution of the deformed nuclei was investigated.",59,2021-05-14 09:34:27.447000,2021-05-14 09:34:32.991000,0:00:05.544000
ENU,JPN,engjpn2513e,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,40,Axial symmetric quadrupole deformed nuclei were examined.,98,2021-05-15 19:38:07.100000,2021-05-15 19:38:46.662000,0:00:39.562000
ENU,JPN,engjpn25126,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,41,Angular dependences of the density distribution and pairing density distribution were obtained with the surface type pairing correlation.,80,2021-05-18 22:28:10.916000,2021-05-18 22:28:25.334000,0:00:14.418000
ENU,JPN,engjpn25139,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,42,"Analyses were performed for 102Zr at the angle of 0,π/4,π/2 from radial axis.",99,2021-05-18 20:56:34.611000,2021-05-18 20:57:01.302000,0:00:26.691000
ENU,JPN,engjpn25140,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,43,It was found that the deformation gave effects to the pairing density distribution.,89,2021-05-19 21:04:54.364000,2021-05-19 21:05:03.253000,0:00:08.889000
ENU,JPN,engjpn2512a,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,44,"By measuring Josephson vortex flow resistance of slightly over doped (Tc = 86.0K) and intermediately doped (Tc = 82.5K) Bi2Sr2CaCu2O8+δ(Bi‐2212)single crystals, the magnetic phase diagram was studied.",81,2021-05-15 20:13:32.326000,2021-05-15 20:14:15.085000,0:00:42.759000
ENU,JPN,engjpn25111,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,45,"From the periodic oscillation of the flow resistance, the upper and lower phase boundaries of the three-dimensional regular Josephson vortex lattice phase were obtained.",59,2021-05-14 09:24:11.207000,2021-05-14 09:24:25.887000,0:00:14.680000
ENU,JPN,engjpn2513c,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,46,Doping induced a noticeable change at the lower boundary of the three-dimensional orderly vortex phase.,81,2021-05-14 23:00:43.122000,2021-05-14 23:00:55.195000,0:00:12.073000
ENU,JPN,engjpn25107,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,47,"At the lower phase boundary, the formation of Josephson vortex lattice started, and the layer was filled with Josephson vortices, which reflected the anisotropy.",98,2021-05-13 21:49:25.150000,2021-05-13 21:49:53.273000,0:00:28.123000
ENU,JPN,engjpn25120,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,48,"At the upper boundary, the phase transition from the Josephson vortex lattice phase to the two-dimensional quasi-orderly state was suggested.",97,2021-05-14 02:50:41.088000,2021-05-14 02:50:50.776000,0:00:09.688000
ENU,JPN,engjpn2513b,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,49,The title subject tapes were fabricated by PIT method.,80,2021-05-15 07:57:40.573000,2021-05-15 07:57:49.979000,0:00:09.406000
ENU,JPN,engjpn2510b,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,50,"In this process, Ag and Ag‐0.3wt.%Mn were used as the inner and outer sheath materials, respectively.",83,2021-05-14 00:31:30.085000,2021-05-14 00:31:37.252000,0:00:07.167000
ENU,JPN,engjpn25116,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,51,The mechanical properties and critical current deterioration under axial fatigue loading were investigated for these tapes.,88,2021-05-14 13:05:43.970000,2021-05-14 13:05:53.157000,0:00:09.187000
ENU,JPN,engjpn2513e,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,52,The details of the result were described.,99,2021-05-15 19:36:07.622000,2021-05-15 19:36:10.775000,0:00:03.153000
ENU,JPN,engjpn25130,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,53,The title subject detector was developed using a superconducting tunnel junction (STJ).,88,2021-05-14 15:49:51.459000,2021-05-14 15:50:33.102000,0:00:41.643000
ENU,JPN,engjpn2512c,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,54,"This STJ is composed of Nb/Al/AlOx/Al/Nb multi-layer structure, and the substrate was a LiNbO3 single crystal.",52,2021-05-15 17:49:20.945000,2021-05-15 17:49:34.565000,0:00:13.620000
ENU,JPN,engjpn25128,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,55,"THz wave irradiation was converted to phonons by a LiNbO3 crystal, and these phonons destroyed Cooper pairs after reaching a Nb base electrode.",12,2021-05-16 06:02:04.974000,2021-05-16 06:02:12.575000,0:00:07.601000
ENU,JPN,engjpn25129,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,56,"Consequently, the THz waves can be detected as tunneling current signals at STJ.",82,2021-05-18 23:43:52.780000,2021-05-18 23:44:03.115000,0:00:10.335000
ENU,JPN,engjpn25140,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,57,The fabrication and property evaluation of this detector were described.,98,2021-05-19 20:22:01.103000,2021-05-19 20:22:44.138000,0:00:43.035000
ENU,JPN,engjpn25133,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,58,"Using the plasma-enhanced chemical vapor deposition (PECVD) method developed for low-temperature crystallite silicon transistors, the authors formed SiO2 films and Si nano-dots.",79,2021-05-14 21:30:10.422000,2021-05-14 21:30:17.982000,0:00:07.560000
ENU,JPN,engjpn25121,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,59,"A conductively coupled plasma (CCP) source was used for the former, and an inductively coupled plasma (ICP) source was used for the latter.",90,2021-05-14 22:17:34.229000,2021-05-14 22:17:52.421000,0:00:18.192000
ENU,JPN,engjpn25132,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,60,The density and diameter distribution of Si dots could be changed through formation temperatures.,73,2021-05-15 09:22:35.081000,2021-05-15 09:22:42.299000,0:00:07.218000
ENU,JPN,engjpn2513e,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,61,It was also proven that the shape and crystallinity of the dots were dependent on temperatures.,99,2021-05-15 20:11:26.382000,2021-05-15 20:11:32.773000,0:00:06.391000
ENU,JPN,engjpn25107,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,62,"SiO2 films showed excellent performance even at 430℃ or less, and the memory effect of Si dot MOS capacitor was confirmed.",98,2021-05-13 22:50:00.683000,2021-05-13 22:50:09.803000,0:00:09.120000
ENU,JPN,engjpn25138,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,63,Protein localization and dynamic phase in the reproductive cell of the reproduction granule composition protein were examined.,99,2021-05-15 15:32:05.514000,2021-05-15 15:32:14.892000,0:00:09.378000
ENU,JPN,engjpn2512e,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,64,It was introduced into the fertilized egg of Oryzias latipes by the fusion as vasa of Oryzias latipes and result of EST analysis of Oryzias latipes on the gene of newly identified two piece to the gene of GFP or RFP.,100,2021-05-16 22:46:54.896000,2021-05-16 22:47:07.099000,0:00:12.203000
ENU,JPN,engjpn2512c,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,65,"The germ line was peculiarly manifested by this, and the analysis was carried out using fluorescence correlation spectroscopy and laser scanning type fluorescence microscope.",92,2021-05-15 17:36:04.061000,2021-05-15 17:36:28.569000,0:00:24.508000
ENU,JPN,engjpn25109,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,66,"It was possible to confirm that as a result of the examination, the fusion gene product shows the peculiar expression of the germ line, and that it forms cytoplasm structure of the patch state which seems to be the reproduction granule in the neighborhood of the nucleus.",82,2021-05-14 00:07:00.023000,2021-05-14 00:07:53.072000,0:00:53.049000
ENU,JPN,engjpn25138,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,67,The stability of Al/Si surface which was made to react with perfluorosilan (PFTS) was examined using XPS and contact angle measurement (CAM) ( PFTS/Al/Si ).,99,2021-05-15 16:05:02.757000,2021-05-15 16:05:24.627000,0:00:21.870000
ENU,JPN,engjpn25110,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,68,"With XPS, the perfluorosilan alkyl chain coating exists for PFTS/Al/Si revealed in PFTS/Al/Si, 140 hour externality and on PFTS/A l/Si revealed in the 140 hour externality of the nitric-acid-treatment.",62,2021-05-14 07:46:28.470000,2021-05-14 07:47:41.281000,0:01:12.811000
ENU,JPN,engjpn2513a,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,69,"CAM in these three surfaces it is shown that the static water contact angle is >115°, and it is shown that the wet hysteresis is determine almost constant and the high and hydrophobicity good resistance is shown.",79,2021-05-15 06:38:49.371000,2021-05-15 06:39:00.447000,0:00:11.076000
ENU,JPN,engjpn25107,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,70,"That is to say, the stability of PFTS/Al/Si to the nitric acid ( pH<1.8,60 ℃, 30 minute ) is shown.",98,2021-05-13 22:56:31.142000,2021-05-13 22:56:38.007000,0:00:06.865000
ENU,JPN,engjpn25116,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,71,The AFM data shows that there is not large difference at the surface roughness of PFTS/Al/Si in before and behind of the warm nitric-acid-treatment and that the PFTS/Al/Si film is stable.,88,2021-05-14 22:52:33.549000,2021-05-14 22:52:47.758000,0:00:14.209000
ENU,JPN,engjpn2513b,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,72,Liquid crystals have a great deal of potentialities for their application to various functional materials.,80,2021-05-15 08:46:26.629000,2021-05-15 08:46:37.179000,0:00:10.550000
ENU,JPN,engjpn25127,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,73,"Building of the organizational structure by molecular design, and new functionalization were tried.",100,2021-05-14 21:44:34.186000,2021-05-14 21:44:43.777000,0:00:09.591000
ENU,JPN,engjpn2511f,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,74,"Design of liquid crystals and nanophase separation structure, mass transport and separation by liquid crystals, and electrical functions of liquid crystals were described.",99,2021-05-16 05:04:51.697000,2021-05-16 05:04:57.428000,0:00:05.731000
ENU,JPN,engjpn25116,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,75,Molecular shape and intermolecular interaction influence self-assembled structures greatly.,77,2021-05-14 22:45:14.125000,2021-05-14 22:45:19.794000,0:00:05.669000
ENU,JPN,engjpn25115,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,76,"After describing the characteristics of particle transport and dielectric breakdown under atmospheric pressure, typical atmospheric thermal nonequilibrium plasmas are discussed, and their properties and characteristics are reviewed.",79,2021-05-14 00:05:32.400000,2021-05-14 00:05:43.989000,0:00:11.589000
ENU,JPN,engjpn25141,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,77,"The corona discharge is a discharge generated in unequal electric fields of electrodes with a needle and a flat plate, or with a wire and a plate, etc.",75,2021-05-15 22:45:56.323000,2021-05-15 22:46:21.027000,0:00:24.704000
ENU,JPN,engjpn25109,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,78,"The dielectric barrier discharge is generated when alternate current or pulse voltage is applied between the electrodes such as parallel flat plate electrodes, circular cylinder electrodes etc., at least one of which is made of dielectrics.",26,2021-05-13 23:15:23.896000,2021-05-13 23:16:05.769000,0:00:41.873000
ENU,JPN,engjpn2513e,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,79,"The micro discharge having a filament shape is one mode of the most common dielectric barrier discharges, and discharge filaments appear on the entire surfaces of the electrodes.",25,2021-05-15 19:19:35.986000,2021-05-15 19:20:18.368000,0:00:42.382000
ENU,JPN,engjpn25149,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,80,The atmospheric glow discharge is a homogeneous electric discharge obtained by applying alternating voltage after introducing atmospheric He gas in a typical dielectric barrier discharge reactor.,98,2021-05-16 07:36:47.593000,2021-05-16 07:36:56.733000,0:00:09.140000
ENU,JPN,engjpn25104,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,80,The atmospheric glow discharge is a homogeneous electric discharge obtained by applying alternating voltage after introducing atmospheric He gas in a typical dielectric barrier discharge reactor.,83,2021-05-13 20:54:18.915000,2021-05-13 20:54:37.218000,0:00:18.303000
ENU,JPN,engjpn2513f,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,81,"Optical polarization continues to play an increasingly important role in industries ranging from liquid crystal displays to optical recording, and from biotechnology to remote sensing.",76,2021-05-19 19:01:41.490000,2021-05-19 19:04:56.314000,0:03:14.824000
ENU,JPN,engjpn25127,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,82,"Furthermore, the products using polarization elements and polarization elements themselves have been complicatedly applied more than ever.",57,2021-05-14 21:45:25.171000,2021-05-14 21:45:46.362000,0:00:21.191000
ENU,JPN,engjpn2512b,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,83,"Systems that measure the complete Mueller matrix of a sample have an advantage of measuring all possible polarization properties of a sample, and thus are certain to be suitable for use on nearly any current or future type of polarization sample.",43,2021-05-16 03:18:05.402000,2021-05-16 03:18:10.314000,0:00:04.912000
ENU,JPN,engjpn25117,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,84,"In this article, we will briefly describe the basic types of polarization measurements, and remind readers of the Mueller matrix for describing the polarization properties of a sample.",53,2021-05-17 23:43:06.237000,2021-05-17 23:43:20.516000,0:00:14.279000
ENU,JPN,engjpn25132,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,85,"We will also describe the AxoScan system for measuring the complete Mueller matrix of a sample, and give an example of a measurement that can be made with this technology.",42,2021-05-15 09:05:49.385000,2021-05-15 09:06:01.916000,0:00:12.531000
ENU,JPN,engjpn25148,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,86,"A sequential control is explained, by introducing the automatic control of flow raate.",75,2021-05-17 00:44:41.631000,2021-05-17 00:44:49.324000,0:00:07.693000
ENU,JPN,engjpn25102,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,86,"A sequential control is explained, by introducing the automatic control of flow raate.",98,2021-05-13 18:30:04.256000,2021-05-13 18:31:24.675000,0:01:20.419000
ENU,JPN,engjpn25149,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,87,The sensor controls the flow rate by detecing the position of the float in the tepered tube with a a differential tranfromer and controlling it with the obtained voltage.,99,2021-05-16 07:22:20.635000,2021-05-16 07:22:28.255000,0:00:07.620000
ENU,JPN,engjpn25104,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,87,The sensor controls the flow rate by detecing the position of the float in the tepered tube with a a differential tranfromer and controlling it with the obtained voltage.,84,2021-05-13 20:45:04.772000,2021-05-13 20:45:15.412000,0:00:10.640000
ENU,JPN,engjpn25138,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,88,Shown here are type and basic configuration and standards of this flow with some diagrams.,100,2021-05-15 15:38:51.221000,2021-05-15 15:39:07.488000,0:00:16.267000
ENU,JPN,engjpn2511e,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,89,"Standards for type selectin, and applications to systems precaution, for standard measurement are described, giving examples of constant flow control.",72,2021-05-18 05:37:05.475000,2021-05-18 05:37:10.474000,0:00:04.999000
ENU,JPN,engjpn25116,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,90,The establishment of an optical fiber attenuation standard was attempted.,82,2021-05-14 13:09:14.692000,2021-05-14 13:09:23.611000,0:00:08.919000
ENU,JPN,engjpn25116,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,91,"Emission diode of 850nm center wavelength with Gaussian spectrum full width at half maximum 50nm was used as a light source, and multimode GI type optical fiber of 26 μm effective core diameter and 0.11 effective numerical aperture was used.",64,2021-05-14 13:06:59.888000,2021-05-14 13:07:07.836000,0:00:07.948000
ENU,JPN,engjpn2513b,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,92,Measuring temperature was set at 22℃ and measuring range of the attenuation was set at 10‐50dB.,80,2021-05-15 08:50:13.190000,2021-05-15 08:50:22.086000,0:00:08.896000
ENU,JPN,engjpn25113,NHK_0425002224_AS12RSTFRNtrg-rmt.jpn.txt,93,"The result of international comparison among Japan (ETL), Italy (CSELT), the Netherlands (VSL), Germany (PTB) and France (LCIE) was discussed.",72,2021-05-14 13:50:37.089000,2021-05-14 13:50:46.075000,0:00:08.986000
