Source,Target,User,System,SegmentID,Segment,Score,Start,End,Delta
JPN,ENU,jpneng25108,TMU_0503132349_sorted_seg14.output.txt,45,フロー抵抗の周期的振動から，三次元の規則的Ｊｏｓｅｐｈｓｏｎ渦糸格子相の上と下の相境界を得た。,56,2021-05-14 15:39:02.376000,2021-05-14 15:39:07.452000,0:00:05.076000
JPN,ENU,jpneng25141,TMU_0503132349_sorted_seg14.output.txt,46,ドーピングにより三次元規則的渦糸相の下界に著しい変化が生じた。,71,2021-05-19 02:07:12.069000,2021-05-19 02:07:20.356000,0:00:08.287000
JPN,ENU,jpneng2512d,TMU_0503132349_sorted_seg14.output.txt,47,下の相境界ではＪｏｓｅｐｈｓｏｎ渦糸格子形成が始まり，層にＪｏｓｅｐｈｓｏｎ渦糸が充填され，異方性を反映した。,45,2021-05-19 02:21:15.784000,2021-05-19 02:21:37.966000,0:00:22.182000
JPN,ENU,jpneng25112,TMU_0503132349_sorted_seg14.output.txt,48,上の相境界はＪｏｓｅｐｈｓｏｎ渦糸格子状態から二次元の準規則的状態への相転移を示唆した。,73,2021-05-15 07:56:21.661000,2021-05-15 07:56:38.786000,0:00:17.125000
JPN,ENU,jpneng25123,TMU_0503132349_sorted_seg14.output.txt,49,標題テープをＰＩＴ法で作製した。,61,2021-05-19 22:15:49.815000,2021-05-19 22:15:57.344000,0:00:07.529000
JPN,ENU,jpneng25107,TMU_0503132349_sorted_seg14.output.txt,50,その際，内部および外部シース材料として，それぞれＡｇおよびＡｇ‐０．３重量％Ｍｎを用いた。,98,2021-05-15 06:31:00.691000,2021-05-15 06:31:06.029000,0:00:05.338000
JPN,ENU,jpneng25148,TMU_0503132349_sorted_seg14.output.txt,51,このテープについて，軸性疲れ荷重下での機械特性と臨界電流劣化とを調べた。,22,2021-05-17 12:32:51.575000,2021-05-17 12:33:07.778000,0:00:16.203000
JPN,ENU,jpneng25135,TMU_0503132349_sorted_seg14.output.txt,52,その結果を詳細に記した。,98,2021-05-15 16:34:34.577000,2021-05-15 16:35:00.437000,0:00:25.860000
JPN,ENU,jpneng25110,TMU_0503132349_sorted_seg14.output.txt,53,超伝導トンネル接合（ＳＴＪ）を用いた標題検出器を開発した。,64,2021-05-14 17:33:51.775000,2021-05-14 17:35:46.455000,0:01:54.680000
JPN,ENU,jpneng2513b,TMU_0503132349_sorted_seg14.output.txt,54,このＳＴＪは，Ｎｂ／Ａｌ／ＡｌＯｘ／Ａｌ／Ｎｂの多層構造からなり，基板はＬｉＮｂＯ３単結晶である。,47,2021-05-18 12:06:49.301000,2021-05-18 12:07:09.059000,0:00:19.758000
JPN,ENU,jpneng2510b,TMU_0503132349_sorted_seg14.output.txt,55,ＴＨｚ波照射はＬｉＮｂＯ３結晶でフォノンに変換され，このフォノンがＮｂベース電極に達してＣｏｏｐｅｒ対を破壊する。,60,2021-05-17 02:34:46.524000,2021-05-17 02:34:53.688000,0:00:07.164000
JPN,ENU,jpneng25142,TMU_0503132349_sorted_seg14.output.txt,56,その結果，ＴＨｚ波はＳＴＪでのトンネリング電流信号として検出できる。,83,2021-05-17 01:35:17.974000,2021-05-17 01:35:23.397000,0:00:05.423000
JPN,ENU,jpneng25137,TMU_0503132349_sorted_seg14.output.txt,58,低温微結晶シリコントランジスタ用として開発したプラズマ促進化学蒸着（ＰＥＣＶＤ）法を用いて，ＳｉＯ２膜およびナノドットを蒸着した。,51,2021-05-16 10:25:23.788000,2021-05-16 10:25:29.036000,0:00:05.248000
JPN,ENU,jpneng25149,TMU_0503132349_sorted_seg14.output.txt,59,前者は，導電結合プラズマ（ＣＣＰ）源を，後者の場合は誘導結合プラズマ（ＩＣＰ）源を使用した。,61,2021-05-17 05:08:51.444000,2021-05-17 05:09:22.844000,0:00:31.400000
JPN,ENU,jpneng2511d,TMU_0503132349_sorted_seg14.output.txt,60,Ｓｉドットの密度および直径分布は生成温度により変化させることができた。,43,2021-05-19 08:00:45.044000,2021-05-19 08:01:06.179000,0:00:21.135000
JPN,ENU,jpneng2510c,TMU_0503132349_sorted_seg14.output.txt,61,また，ドットの形状および結晶性は温度に依存することも分かった。,67,2021-05-16 09:17:33.758000,2021-05-16 09:17:47.551000,0:00:13.793000
JPN,ENU,jpneng2514a,TMU_0503132349_sorted_seg14.output.txt,62,ＳｉＯ２膜は，４３０℃以下でも優れた性能を示し，ＳｉドットＭＯＳコンデンサのメモリ効果を確認した。,2,2021-05-18 01:25:17.064000,2021-05-18 01:25:24.140000,0:00:07.076000
JPN,ENU,jpneng25115,TMU_0503132349_sorted_seg14.output.txt,63,生殖顆粒構成蛋白質の生殖細胞内での蛋白質局在と動態について検討した。,52,2021-05-19 06:17:32.059000,2021-05-19 06:17:51.947000,0:00:19.888000
JPN,ENU,jpneng25112,TMU_0503132349_sorted_seg14.output.txt,64,メダカのｖａｓａと，メダカのＥＳＴ解析の結果，新たに同定された二つの遺伝子についてＧＦＰまたはＲＦＰの遺伝子に融合して，メダカの受精卵に導入した。,83,2021-05-15 07:50:43.324000,2021-05-15 07:51:09.074000,0:00:25.750000
JPN,ENU,jpneng25140,TMU_0503132349_sorted_seg14.output.txt,65,これによって生殖細胞系列を特異的に発現させ，蛍光相関分光法及び，レーザ走査型蛍光顕微鏡を用いて解析を行った。,76,2021-05-16 03:33:09.637000,2021-05-16 03:33:22.873000,0:00:13.236000
JPN,ENU,jpneng2513b,TMU_0503132349_sorted_seg14.output.txt,66,検討の結果，融合遺伝子産物が，生殖細胞系列の特異的な発現を示し，生殖顆粒と考えられるパッチ状の細胞質構造体を核の近傍に形成することを確認することができた。,60,2021-05-18 10:12:55.600000,2021-05-18 10:13:18.828000,0:00:23.228000
JPN,ENU,jpneng25122,TMU_0503132349_sorted_seg14.output.txt,67,ペルフルオロデシルトリクロロシラン（ＰＦＴＳ）と反応させたＡｌ／Ｓｉ（ＰＦＴＳ／Ａｌ／Ｓｉ）表面の安定性を，ＸＰＳと接触角測定（ＣＡＭ）を用いて調べた。,65,2021-05-17 23:10:16.375000,2021-05-17 23:10:27.773000,0:00:11.398000
JPN,ENU,jpneng2512b,TMU_0503132349_sorted_seg14.output.txt,68,ＸＰＳによると，ＰＦＴＳ／Ａｌ／Ｓｉ，１４０時間外界にさらしたＰＦＴＳ／Ａｌ／Ｓｉおよび硝酸処理した１４０時間外界にさらしたＰＦＴＳ／Ａｌ／Ｓｉ上にペルフルオロ化アルキル鎖コーティングが存在している。,68,2021-05-16 04:40:08.475000,2021-05-16 04:40:30.861000,0:00:22.386000
JPN,ENU,jpneng2511c,TMU_0503132349_sorted_seg14.output.txt,69,この三つの表面で行ったＣＡＭは，静的な水接触角が＞１１５°であることを示し，湿潤ヒステリシスがほぼ一定であることを示し，高い疎水性とよい抵抗を示している。,59,2021-05-14 21:50:27.884000,2021-05-14 21:50:51.962000,0:00:24.078000
JPN,ENU,jpneng2512f,TMU_0503132349_sorted_seg14.output.txt,70,すなわち，ＰＦＴＳ／Ａｌ／Ｓｉの硝酸（ｐＨ＜１．８，６０℃，３０分）への安定性を示している。,70,2021-05-19 01:38:30.824000,2021-05-19 01:38:40.974000,0:00:10.150000
JPN,ENU,jpneng2511b,TMU_0503132349_sorted_seg14.output.txt,71,ＡＦＭデータは，暖かい硝酸処理の前後でＰＦＴＳ／Ａｌ／Ｓｉの表面粗さに大きな違いが無く，ＰＦＴＳ／Ａｌ／Ｓｉ膜が安定であることを示している。,73,2021-05-18 02:40:21.336000,2021-05-18 02:40:44.561000,0:00:23.225000
JPN,ENU,jpneng25126,TMU_0503132349_sorted_seg14.output.txt,72,液晶は，様々な機能性材料へ応用ができる限りない可能性を秘めている。,51,2021-05-17 19:31:54.955000,2021-05-17 19:32:00.244000,0:00:05.289000
JPN,ENU,jpneng2510d,TMU_0503132349_sorted_seg14.output.txt,73,分子設計による組織体の構造の構築，新しい機能化が試みられている。,28,2021-05-14 20:54:31.716000,2021-05-14 20:54:49.475000,0:00:17.759000
JPN,ENU,jpneng25146,TMU_0503132349_sorted_seg14.output.txt,74,液晶の設計とナノ相分離構造，液晶による物質輸送と分離，液晶の電気的機能について述べた。,12,2021-05-16 19:19:20.980000,2021-05-16 19:21:45.031000,0:02:24.051000
JPN,ENU,jpneng2512e,TMU_0503132349_sorted_seg14.output.txt,75,自己組織化構造に分子の形と分子間相互作用が大きく影響する。,85,2021-05-19 02:58:03.559000,2021-05-19 02:58:16.764000,0:00:13.205000
JPN,ENU,jpneng25141,TMU_0503132349_sorted_seg14.output.txt,76,大気圧下での粒子輸送の特徴と絶縁破壊について述べた後，代表的な大気圧非熱平衡プラズマ源を取り上げ，その性質や特徴を概説した。,64,2021-05-19 01:59:37.116000,2021-05-19 01:59:54.111000,0:00:16.995000
JPN,ENU,jpneng25145,TMU_0503132349_sorted_seg14.output.txt,77,コロナ放電は針対平板電極やワイヤ対平板電極のような不平等電界下で発生する放電である。,78,2021-05-17 05:08:39.152000,2021-05-17 05:08:46.217000,0:00:07.065000
JPN,ENU,jpneng25102,TMU_0503132349_sorted_seg14.output.txt,78,誘電体バリア放電は平行平板電極，円軸円筒電極などの少なくとも一方の電極に誘電体を配し，電極間に交流またはパルス電圧を印加すると誘電体バリア放電が発生する。,48,2021-05-14 11:34:28.738000,2021-05-14 11:36:40.117000,0:02:11.379000
JPN,ENU,jpneng2512d,TMU_0503132349_sorted_seg14.output.txt,79,フィラメント状のマイクロ放電は，最も一般的な誘電体バリア放電の形態であり，細い放電柱（フィラメント）が電極全面に現れる。,38,2021-05-19 02:28:50.801000,2021-05-19 02:29:14.819000,0:00:24.018000
JPN,ENU,jpneng25125,TMU_0503132349_sorted_seg14.output.txt,80,大気圧グロー放電は典型的な誘電体バリア放電リアクタに大気圧ヘリウムを導入して交流電圧を印加すると得られる均一な放電である。,50,2021-05-15 05:32:38.777000,2021-05-15 05:33:03.667000,0:00:24.890000
JPN,ENU,jpneng25120,TMU_0503132349_sorted_seg14.output.txt,81,液晶ディスプレイから光学記録まで，また生体工学からリモートセンシングにわたる産業分野において，偏光はますます重要な役割を果たしている。,97,2021-05-14 08:05:16.795000,2021-05-14 08:05:33.441000,0:00:16.646000
JPN,ENU,jpneng2513d,TMU_0503132349_sorted_seg14.output.txt,82,さらに，偏光素子を用いた製品及び偏光素子そのものがますます複雑になって使用されている。,56,2021-05-19 04:06:06.884000,2021-05-19 04:06:23.232000,0:00:16.348000
JPN,ENU,jpneng25134,TMU_0503132349_sorted_seg14.output.txt,83,試料の完全なＭｕｅｌｌｅｒ行列を測定するシステムは，試料の偏光特性の全てを測定する利点を持つため，現在または将来のほとんどのタイプの偏光試料の利用に役立つだろう。,48,2021-05-17 05:29:28.504000,2021-05-17 05:29:50.773000,0:00:22.269000
JPN,ENU,jpneng25104,TMU_0503132349_sorted_seg14.output.txt,84,ここでは簡単に偏光測定の基礎を述べ，試料の偏光特性を記述するためのＭｕｅｌｌｅｒ行列について解説する。,77,2021-05-13 23:11:25.820000,2021-05-13 23:11:43.890000,0:00:18.070000
JPN,ENU,jpneng25112,TMU_0503132349_sorted_seg14.output.txt,85,試料の完全なＭｕｅｌｌｅｒ行列を測定するＡｘｏＳｃａｎシステムも述べ，この方法で行える測定例を示す。,98,2021-05-15 08:31:27.501000,2021-05-15 08:31:40.421000,0:00:12.920000
JPN,ENU,jpneng25144,TMU_0503132349_sorted_seg14.output.txt,86,流量の自動制御を述べ，シーケンス制御を説明。,72,2021-05-16 23:23:59.827000,2021-05-16 23:24:08.146000,0:00:08.319000
JPN,ENU,jpneng2513d,TMU_0503132349_sorted_seg14.output.txt,87,フローセンサーの原理は浮遊式流量計のテーパー管内フロートの位置を差動トランスで検出し，これの電圧制御により流量を管理する。,75,2021-05-19 03:21:36.387000,2021-05-19 03:24:12.463000,0:02:36.076000
JPN,ENU,jpneng2512f,TMU_0503132349_sorted_seg14.output.txt,88,本フローセンサーの型式と基本構成，規格を図示，紹介。,77,2021-05-19 00:53:55.855000,2021-05-19 00:54:14.888000,0:00:19.033000
JPN,ENU,jpneng25143,TMU_0503132349_sorted_seg14.output.txt,89,型式選定の基準と注意事項，標準計測システム例を述べ，応用例として定流量制御を紹介,100,2021-05-17 15:58:45.255000,2021-05-17 15:59:21.375000,0:00:36.120000
JPN,ENU,jpneng25127,TMU_0503132349_sorted_seg14.output.txt,90,標記減衰量標準の確立を試みた。,0,2021-05-14 18:51:51.624000,2021-05-14 18:52:05.988000,0:00:14.364000
JPN,ENU,jpneng2510e,TMU_0503132349_sorted_seg14.output.txt,91,光源は中心波長８５０ｎｍ，ガウス形スペクトル半値全幅５０ｎｍの発光ダイオード，また光ファイバは実効コア径２６μｍ，実効開口数０．１１の多モードＧＩ型とした。,51,2021-05-14 18:00:37.158000,2021-05-14 18:00:59.682000,0:00:22.524000
JPN,ENU,jpneng2510e,TMU_0503132349_sorted_seg14.output.txt,92,測定温度は２２℃，減衰量の測定範囲は１０‐５０ｄＢとした。,39,2021-05-14 08:45:53.217000,2021-05-14 08:46:10.624000,0:00:17.407000
JPN,ENU,jpneng25132,TMU_0503132349_sorted_seg14.output.txt,93,日本（ＥＴＬ），イタリア（ＣＳＥＬＴ），オランダ（ＶＳＬ），ドイツ（ＰＴＢ），フランス（ＬＣＩＥ）による国際比較結果を論じた,59,2021-05-14 10:59:38.972000,2021-05-14 11:00:00.749000,0:00:21.777000
JPN,ENU,jpneng2510f,TMU_0503132349_sorted_seg14.output.txt,94,無線中継所は高標高の山頂に設置されるため，雷による停電と機器損傷が問題となる。,75,2021-05-14 01:12:33.571000,2021-05-14 01:12:54.302000,0:00:20.731000
JPN,ENU,jpneng25108,TMU_0503132349_sorted_seg14.output.txt,95,平成２年度冬季に無線塔と配電線に生じた２４回の雷撃を観測し，雷電流波形，雷電流の継続時間，雷侵入経路の推定と雷撃様相について検討した。,57,2021-05-14 16:09:25.899000,2021-05-14 16:09:30.079000,0:00:04.180000
JPN,ENU,jpneng25119,TMU_0503132349_sorted_seg14.output.txt,96,雷の極性は正極性と両極性が７５％を占め，両極性雷撃は負極性に続いて正極性電流が流れる。,96,2021-05-17 23:14:59.311000,2021-05-17 23:15:15.843000,0:00:16.532000
JPN,ENU,jpneng25101,TMU_0503132349_sorted_seg14.output.txt,97,無線塔と配電線への雷撃比は等しい,64,2021-05-15 14:12:09.372000,2021-05-15 14:13:41.058000,0:01:31.686000
JPN,ENU,jpneng2514b,TMU_0503132349_sorted_seg14.output.txt,98,米国は自国の国際競争力優位を至上命題として政府・産業界・大学の密接な協力によって推進しようとしている。,55,2021-05-17 07:32:50.689000,2021-05-17 07:32:57.585000,0:00:06.896000
JPN,ENU,jpneng25129,TMU_0503132349_sorted_seg14.output.txt,99,１９８７年初頭にイットリウムと銅の酸化物の高温超伝導の実験が報告されて世界的な研究競争が始まり，特に日本に遅れないように国を挙げての推進政策が取られた。,73,2021-05-15 22:41:00.725000,2021-05-15 22:42:30.728000,0:01:30.003000
JPN,ENU,jpneng25141,TMU_0503132349_sorted_seg14.output.txt,100,レーガン大統領の演説で産官学の開発体制の助成策が提唱され，具体的な立法・行政措置が取られ，５件の強化法案が提案された。,64,2021-05-19 02:55:55.747000,2021-05-19 02:56:04.319000,0:00:08.572000
JPN,ENU,jpneng25138,TMU_0503132349_sorted_seg14.output.txt,101,連邦研究開発機関の体制として，国防総省（１１５０万ドル），連邦エネルギー省（１０００万ドル），全米科学財団（６６０万ドル），航空宇宙局（７５万ドル），商務省（１５万ドル）の予算が組まれた［１９８８．１］,81,2021-05-15 19:19:42.097000,2021-05-15 19:20:00.033000,0:00:17.936000
JPN,ENU,jpneng25133,TMU_0503132349_sorted_seg14.output.txt,102,世界及び国内の需給動向を概観し，各社代表グレードの分類，位置付けを行った。,70,2021-05-15 03:38:27.758000,2021-05-15 03:38:52.063000,0:00:24.305000
JPN,ENU,jpneng2513c,TMU_0503132349_sorted_seg14.output.txt,103,成形加工技術における最近の動向として，特性を活かすための金型設計を含めた成形法及びウェルド強度を改良する成形法について述べた。,51,2021-05-17 06:18:45.964000,2021-05-17 06:19:04.642000,0:00:18.678000
JPN,ENU,jpneng2512a,TMU_0503132349_sorted_seg14.output.txt,104,応用について，射出成形品及び押出成形品各分野とポリマアロイでの動向と展望を述べた。,60,2021-05-15 12:26:35.681000,2021-05-15 12:28:28.821000,0:01:53.140000
JPN,ENU,jpneng25124,TMU_0503132349_sorted_seg14.output.txt,105,リサイクルに関する最近の話題を紹介した,51,2021-05-13 23:20:12.359000,2021-05-13 23:20:16.238000,0:00:03.879000
